attack,target_type,nationality,weapon
Bombing/Explosion,Government (General),Jordan,Explosives/Bombs/Dynamite
Armed Assault,Military,Sri Lanka,Firearms
Bombing/Explosion,Educational Institution,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Military,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Government (General),France,Incendiary
Armed Assault,Private Citizens & Property,Algeria,Firearms
Facility/Infrastructure Attack,Business,United States,Incendiary
Assassination,Government (General),Tajikistan,Firearms
Bombing/Explosion,Business,Israel,Explosives/Bombs/Dynamite
Armed Assault,Educational Institution,Israel,Firearms
Unknown,Private Citizens & Property,Burundi,Unknown
Bombing/Explosion,Military,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Military,Israel,Explosives/Bombs/Dynamite
Bombing/Explosion,Police,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Transportation,Israel,Explosives/Bombs/Dynamite
Armed Assault,Educational Institution,Israel,Firearms
Bombing/Explosion,Government (General),Afghanistan,Explosives/Bombs/Dynamite
Armed Assault,Military,Burundi,Firearms
Bombing/Explosion,Government (General),Italy,Explosives/Bombs/Dynamite
Armed Assault,Telecommunication,Pakistan,Firearms
Bombing/Explosion,Military,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Police,Turkey,Explosives/Bombs/Dynamite
Armed Assault,Police,Algeria,Firearms
Armed Assault,Transportation,Burundi,Firearms
Armed Assault,Private Citizens & Property,Democratic Republic of the Congo,Firearms
Armed Assault,Police,Israel,Firearms
Hijacking,Private Citizens & Property,United States,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
Hijacking,Private Citizens & Property,United States,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
Hijacking,Government (General),United States,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
Hijacking,Private Citizens & Property,United States,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
Assassination,Government (General),Armenia,Explosives/Bombs/Dynamite
Bombing/Explosion,Religious Figures/Institutions,France,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Israel,Firearms
Bombing/Explosion,Transportation,Israel,Explosives/Bombs/Dynamite
Armed Assault,Military,Philippines,Firearms
Armed Assault,Police,Italy,Incendiary
Bombing/Explosion,NGO,Russia,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Algeria,Melee
Bombing/Explosion,Private Citizens & Property,Colombia,Explosives/Bombs/Dynamite
Bombing/Explosion,Utilities,Colombia,Explosives/Bombs/Dynamite
Bombing/Explosion,Military,India,Explosives/Bombs/Dynamite
Hostage Taking (Kidnapping),Private Citizens & Property,Namibia,Unknown
Bombing/Explosion,Police,India,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Algeria,Firearms
Armed Assault,Police,Macedonia,Firearms
Armed Assault,Private Citizens & Property,Colombia,Firearms
Armed Assault,Government (General),Bangladesh,Firearms
Armed Assault,Police,Algeria,Firearms
Armed Assault,Private Citizens & Property,Algeria,Firearms
Facility/Infrastructure Attack,Utilities,Colombia,Sabotage Equipment
Bombing/Explosion,Military,Sri Lanka,Explosives/Bombs/Dynamite
Armed Assault,Government (General),Taiwan,Firearms
Armed Assault,Military,Russia,Firearms
Bombing/Explosion,Government (General),Russia,Explosives/Bombs/Dynamite
Armed Assault,Police,India,Firearms
Armed Assault,Police,Russia,Firearms
Bombing/Explosion,Private Citizens & Property,Pakistan,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Angola,Firearms
Armed Assault,Police,Russia,Firearms
Assassination,Religious Figures/Institutions,Colombia,Firearms
Bombing/Explosion,Religious Figures/Institutions,Great Britain,Explosives/Bombs/Dynamite
Facility/Infrastructure Attack,Journalists & Media,Nepal,Incendiary
Assassination,Government (General),Colombia,Firearms
Bombing/Explosion,Police,Israel,Incendiary
Armed Assault,Private Citizens & Property,Israel,Firearms
Armed Assault,Military,Indonesia,Firearms
Armed Assault,Private Citizens & Property,Angola,Firearms
Bombing/Explosion,Private Citizens & Property,United States,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Israel,Firearms
Armed Assault,Private Citizens & Property,Burundi,Firearms
Armed Assault,Private Citizens & Property,Northern Ireland,Firearms
Hostage Taking (Kidnapping),Religious Figures/Institutions,Slovak Republic,Unknown
Bombing/Explosion,Business,Russia,Explosives/Bombs/Dynamite
Bombing/Explosion,Police,India,Explosives/Bombs/Dynamite
Facility/Infrastructure Attack,Religious Figures/Institutions,Australia,Incendiary
Bombing/Explosion,Private Citizens & Property,Indonesia,Explosives/Bombs/Dynamite
Bombing/Explosion,Educational Institution,Spain,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Israel,Firearms
Bombing/Explosion,Private Citizens & Property,Sri Lanka,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Israel,Firearms
Hostage Taking (Kidnapping),Government (General),Colombia,Firearms
Facility/Infrastructure Attack,Utilities,Angola,Firearms
Bombing/Explosion,Transportation,India,Explosives/Bombs/Dynamite
Facility/Infrastructure Attack,Religious Figures/Institutions,Fiji,Incendiary
Facility/Infrastructure Attack,Government (Diplomatic),United States,Incendiary
Armed Assault,Private Citizens & Property,Philippines,Firearms
Bombing/Explosion,Violent Political Party,Bangladesh,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Algeria,Firearms
Hostage Taking (Kidnapping),Business,Russia,Unknown
Armed Assault,Government (General),Switzerland,Firearms
Bombing/Explosion,Government (Diplomatic),United States,Explosives/Bombs/Dynamite
Bombing/Explosion,Religious Figures/Institutions,West Bank and Gaza Strip,Explosives/Bombs/Dynamite
Hostage Taking (Kidnapping),Military,Russia,Firearms
Armed Assault,Police,Azerbaijan,Firearms
Assassination,Journalists & Media,Northern Ireland,Firearms
Armed Assault,Police,Algeria,Firearms
Assassination,Police,India,Firearms
Armed Assault,Private Citizens & Property,Russia,Firearms
Bombing/Explosion,Police,France,Incendiary
Bombing/Explosion,Government (General),India,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Israel,Explosives/Bombs/Dynamite
Bombing/Explosion,Government (General),Spain,Explosives/Bombs/Dynamite
Bombing/Explosion,Government (General),Japan,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Israel,Firearms
Unarmed Assault,Journalists & Media,United States,Biological
Bombing/Explosion,Business,Algeria,Explosives/Bombs/Dynamite
Assassination,Government (General),Colombia,Firearms
Armed Assault,Private Citizens & Property,Israel,Firearms
Hostage Taking (Kidnapping),Journalists & Media,Brazil,Unknown
Armed Assault,Religious Figures/Institutions,Pakistan,Firearms
Armed Assault,Transportation,Israel,Firearms
Bombing/Explosion,Business,Israel,Explosives/Bombs/Dynamite
Bombing/Explosion,Business,United States,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Israel,Explosives/Bombs/Dynamite
Hostage Taking (Kidnapping),Police,Colombia,Firearms
Hostage Taking (Kidnapping),Business,Colombia,Unknown
Bombing/Explosion,Tourists,Philippines,Explosives/Bombs/Dynamite
Bombing/Explosion,Tourists,Philippines,Explosives/Bombs/Dynamite
Bombing/Explosion,Tourists,Philippines,Explosives/Bombs/Dynamite
Assassination,Government (General),Colombia,Firearms
Hostage Taking (Kidnapping),Religious Figures/Institutions,Angola,Unknown
Unarmed Assault,Government (General),United States,Biological
Bombing/Explosion,Military,France,Incendiary
Bombing/Explosion,Private Citizens & Property,Philippines,Explosives/Bombs/Dynamite
Unknown,Private Citizens & Property,Colombia,Unknown
Assassination,Government (General),Colombia,Unknown
Armed Assault,Private Citizens & Property,Canada,Firearms
Unknown,Private Citizens & Property,Colombia,Unknown
Bombing/Explosion,Private Citizens & Property,West Bank and Gaza Strip,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,West Bank and Gaza Strip,Firearms
Unarmed Assault,Private Citizens & Property,Kenya,Biological
Assassination,Government (General),Colombia,Firearms
Hostage Taking (Kidnapping),Business,Italy,Firearms
Armed Assault,Private Citizens & Property,Colombia,Firearms
Hostage Taking (Kidnapping),NGO,Colombia,Unknown
Unarmed Assault,Government (Diplomatic),Kenya,Biological
Unarmed Assault,Private Citizens & Property,Kenya,Biological
Bombing/Explosion,Government (General),Spain,Explosives/Bombs/Dynamite
Bombing/Explosion,Business,United States,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Spain,Explosives/Bombs/Dynamite
Unarmed Assault,Journalists & Media,United States,Biological
Assassination,Government (Diplomatic),United States,Incendiary
Armed Assault,Business,Colombia,Firearms
Facility/Infrastructure Attack,Government (General),China,Incendiary
Unarmed Assault,Government (General),United States,Biological
Unarmed Assault,Journalists & Media,United States,Biological
Unarmed Assault,Government (Diplomatic),United States,Chemical
Unarmed Assault,Business,United States,Biological
Facility/Infrastructure Attack,Government (General),United States,Incendiary
Bombing/Explosion,Private Citizens & Property,Northern Ireland,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Northern Ireland,Explosives/Bombs/Dynamite
Hostage Taking (Kidnapping),Government (General),Colombia,Firearms
Bombing/Explosion,Military,Israel,Explosives/Bombs/Dynamite
Assassination,Government (General),Israel,Firearms
Unarmed Assault,Government (General),United States,Biological
Armed Assault,Private Citizens & Property,Algeria,Melee
Armed Assault,Private Citizens & Property,West Bank and Gaza Strip,Firearms
Assassination,Government (General),Indonesia,Firearms
Unarmed Assault,Journalists & Media,United States,Biological
Bombing/Explosion,Business,United States,Explosives/Bombs/Dynamite
Unarmed Assault,Journalists & Media,United States,Biological
Assassination,NGO,Mexico,Firearms
Bombing/Explosion,Police,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Airports & Aircraft,Pakistan,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Colombia,Firearms
Bombing/Explosion,Private Citizens & Property,Northern Ireland,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Colombia,Explosives/Bombs/Dynamite
Armed Assault,Military,India,Firearms
Armed Assault,Business,United States,Melee
Bombing/Explosion,Journalists & Media,Corsica,Explosives/Bombs/Dynamite
Bombing/Explosion,Police,Macedonia,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,West Bank and Gaza Strip,Firearms
Bombing/Explosion,Military,Tunisia,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Violent Political Party,Northern Ireland,Explosives/Bombs/Dynamite
Armed Assault,Police,India,Firearms
Bombing/Explosion,Military,India,Explosives/Bombs/Dynamite
Unarmed Assault,Government (General),United States,Biological
Hostage Taking (Kidnapping),Government (General),India,Firearms
Bombing/Explosion,Police,India,Explosives/Bombs/Dynamite
Bombing/Explosion,Police,India,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Colombia,Firearms
Armed Assault,Private Citizens & Property,Israel,Firearms
Bombing/Explosion,Business,Philippines,Explosives/Bombs/Dynamite
Bombing/Explosion,Transportation,Pakistan,Explosives/Bombs/Dynamite
Armed Assault,Religious Figures/Institutions,Pakistan,Firearms
Armed Assault,Police,India,Firearms
Armed Assault,Private Citizens & Property,Algeria,Firearms
Hostage Taking (Kidnapping),Tourists,Colombia,Firearms
Bombing/Explosion,Transportation,Northern Ireland,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Sri Lanka,Explosives/Bombs/Dynamite
Unarmed Assault,Business,United States,Biological
Assassination,Private Citizens & Property,Northern Ireland,Firearms
Armed Assault,Private Citizens & Property,Sri Lanka,Firearms
Bombing/Explosion,Maritime,Sri Lanka,Explosives/Bombs/Dynamite
Bombing/Explosion,Military,Israel,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Israel,Firearms
Bombing/Explosion,Private Citizens & Property,Sri Lanka,Explosives/Bombs/Dynamite
Assassination,Government (General),Colombia,Firearms
Bombing/Explosion,Government (General),Cambodia,Explosives/Bombs/Dynamite
Bombing/Explosion,Government (General),Cambodia,Explosives/Bombs/Dynamite
Bombing/Explosion,Police,Cambodia,Explosives/Bombs/Dynamite
Armed Assault,Police,India,Firearms
Armed Assault,Private Citizens & Property,Israel,Firearms
Unarmed Assault,Journalists & Media,Pakistan,Biological
Armed Assault,Private Citizens & Property,Indonesia,Explosives/Bombs/Dynamite
Bombing/Explosion,Military,India,Explosives/Bombs/Dynamite
Hostage Taking (Kidnapping),Private Citizens & Property,Canada,Firearms
Hostage Taking (Kidnapping),Government (General),Colombia,Firearms
Hostage Taking (Kidnapping),Private Citizens & Property,Colombia,Unknown
Bombing/Explosion,Journalists & Media,Sri Lanka,Explosives/Bombs/Dynamite
Armed Assault,Transportation,Israel,Firearms
Armed Assault,Private Citizens & Property,Burundi,Firearms
Bombing/Explosion,Military,Russia,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Italy,Explosives/Bombs/Dynamite
Bombing/Explosion,Private Citizens & Property,Great Britain,Explosives/Bombs/Dynamite
Facility/Infrastructure Attack,Educational Institution,United States,Incendiary
Facility/Infrastructure Attack,Educational Institution,United States,Incendiary
Bombing/Explosion,Government (General),Spain,Explosives/Bombs/Dynamite
Bombing/Explosion,Educational Institution,Australia,Explosives/Bombs/Dynamite
Armed Assault,Police,France,Firearms
Armed Assault,Private Citizens & Property,Senegal,Firearms
Bombing/Explosion,Utilities,Russia,Explosives/Bombs/Dynamite
Unknown,Military,Burundi,Unknown
Hostage Taking (Kidnapping),Educational Institution,Burundi,Unknown
Assassination,Government (General),Spain,Firearms
Armed Assault,Military,United States,Firearms
Hostage Taking (Kidnapping),Business,Senegal,Firearms
Bombing/Explosion,Police,Sri Lanka,Explosives/Bombs/Dynamite
Bombing/Explosion,Religious Figures/Institutions,Indonesia,Explosives/Bombs/Dynamite
Armed Assault,Military,India,Firearms
Armed Assault,Government (General),Colombia,Firearms
Bombing/Explosion,Private Citizens & Property,Russia,Explosives/Bombs/Dynamite
Armed Assault,Military,Sri Lanka,Firearms
Hostage Taking (Kidnapping),NGO,Colombia,Firearms
Hostage Taking (Barricade Incident),Private Citizens & Property,Macedonia,Firearms
Armed Assault,Police,Macedonia,Firearms
Hostage Taking (Kidnapping),Private Citizens & Property,Colombia,Melee
Bombing/Explosion,Private Citizens & Property,Northern Ireland,Explosives/Bombs/Dynamite
Armed Assault,Private Citizens & Property,Northern Ireland,Firearms
Armed Assault,Business,Northern Ireland,Firearms
Hostage Taking (Kidnapping),Private Citizens & Property,Colombia,Unknown
Armed Assault,Private Citizens & Property,Israel,Firearms
Armed Assault,Police,Sri Lanka,Firearms
Armed Assault,Police,Sri Lanka,Firearms
Bombing/Explosion,Utilities,Canada,Explosives/Bombs/Dynamite
Armed Assault,Journalists & Media,Bangladesh,Melee
Hostage Taking (Kidnapping),Private Citizens & Property,Colombia,Unknown
Bombing/Explosion,Private Citizens & Property,Indonesia,Explosives/Bombs/Dynamite
Armed Assault,Maritime,Indonesia,Firearms
Unarmed Assault,Private Citizens & Property,United States,Biological
Armed Assault,Government (General),Turkey,Firearms
Armed Assault,Government (General),Turkey,Melee
Armed Assault,Police,Israel,Melee
Bombing/Explosion,Private Citizens & Property,Israel,Explosives/Bombs/Dynamite
Bombing/Explosion,Government (General),India,Explosives/Bombs/Dynamite
